SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-ACC_N,0-ACC_N_ROT_filtered,0-Acc_x_Fil,0-Acc_y_Fil,0-Acc_z_Fil,0-Gyro_x_Fil,0-Gyro_y_Fil,0-Gyro_z_Fil,25-ACC_N,25-ACC_N_ROT_filtered,25-Acc_x_Fil,25-Acc_y_Fil,25-Acc_z_Fil,25-Gyro_x_Fil,25-Gyro_y_Fil,25-Gyro_z_Fil,50-ACC_N,50-ACC_N_ROT_filtered,50-Acc_x_Fil,50-Acc_y_Fil,50-Acc_z_Fil,50-Gyro_x_Fil,50-Gyro_y_Fil,50-Gyro_z_Fil,75-ACC_N,75-ACC_N_ROT_filtered,75-Acc_x_Fil,75-Acc_y_Fil,75-Acc_z_Fil,75-Gyro_x_Fil,75-Gyro_y_Fil,75-Gyro_z_Fil
0827-BK1-01-4,Salto C,6.871,355.593,9.022,21.571,388.923,29.996,29.129,38.654,0.941,-0.325,14.707,2.187,94.869,9.559,29.129,38.654,0.941,-0.325,14.707,2.187,94.869,9.559,29.129,38.654,0.941,-0.325,14.707,2.187,94.869,9.559,29.129,38.654,0.941,-0.325,14.707,2.187,94.869,9.559
0827-BK1-01-7,Salto C,-4.717,358.254,7.186,20.537,384.911,27.238,30.158,39.473,2.446,-0.708,14.009,-2.741,115.985,5.535,30.158,39.473,2.446,-0.708,14.009,-2.741,115.985,5.535,30.158,39.473,2.446,-0.708,14.009,-2.741,115.985,5.535,30.158,39.473,2.446,-0.708,14.009,-2.741,115.985,5.535
0827-BK1-01-10,Salto C,-5.825,358.946,3.876,22.168,373.566,32.467,29.185,38.708,5.344,-0.586,13.658,-3.995,128.159,5.098,29.185,38.708,5.344,-0.586,13.658,-3.995,128.159,5.098,29.185,38.708,5.344,-0.586,13.658,-3.995,128.159,5.098,29.185,38.708,5.344,-0.586,13.658,-3.995,128.159,5.098
0827-BK1-01-13,Salto C,-3.394,350.198,0.891,22.504,377.941,32.648,30.501,39.721,2.923,-0.488,14.411,-1.276,119.559,6.402,30.501,39.721,2.923,-0.488,14.411,-1.276,119.559,6.402,30.501,39.721,2.923,-0.488,14.411,-1.276,119.559,6.402,30.501,39.721,2.923,-0.488,14.411,-1.276,119.559,6.402
0827-BK1-01-16,Salto C,17.786,355.702,0.272,31.175,387.02,28.357,29.509,39.283,2.52,-0.992,13.698,5.126,111.831,0.259,29.509,39.283,2.52,-0.992,13.698,5.126,111.831,0.259,29.509,39.283,2.52,-0.992,13.698,5.126,111.831,0.259,29.509,39.283,2.52,-0.992,13.698,5.126,111.831,0.259
0827-BK1-01-19,Salto C,16.107,358.032,15.567,39.039,381.975,38.091,29.288,38.98,4.142,-0.106,14.382,-0.442,106.619,8.645,29.288,38.98,4.142,-0.106,14.382,-0.442,106.619,8.645,29.288,38.98,4.142,-0.106,14.382,-0.442,106.619,8.645,29.288,38.98,4.142,-0.106,14.382,-0.442,106.619,8.645
0827-BK1-01-22,Salto C,4.67,350.898,16.556,21.94,360.096,27.885,28.996,38.967,4.616,-1.081,13.639,2.309,125.27,4.519,28.996,38.967,4.616,-1.081,13.639,2.309,125.27,4.519,28.996,38.967,4.616,-1.081,13.639,2.309,125.27,4.519,28.996,38.967,4.616,-1.081,13.639,2.309,125.27,4.519
0827-BK1-01-24,Salto C,5.58,377.855,12.545,17.924,399.388,23.897,26.591,35.942,4.592,0.046,13.601,0.7,86.018,14.184,26.591,35.942,4.592,0.046,13.601,0.7,86.018,14.184,26.591,35.942,4.592,0.046,13.601,0.7,86.018,14.184,26.591,35.942,4.592,0.046,13.601,0.7,86.018,14.184
0827-BK1-01-26,Salto C,13.474,357.474,13.335,24.029,366.326,27.304,28.817,38.294,4.198,-0.955,13.787,4.279,110.988,-0.356,28.817,38.294,4.198,-0.955,13.787,4.279,110.988,-0.356,28.817,38.294,4.198,-0.955,13.787,4.279,110.988,-0.356,28.817,38.294,4.198,-0.955,13.787,4.279,110.988,-0.356
0827-BK1-01-29,Salto C,6.038,359.124,4.331,28.377,379.299,26.691,28.176,38.157,3.6,-1.004,15.239,2.152,66.092,-2.863,28.176,38.157,3.6,-1.004,15.239,2.152,66.092,-2.863,28.176,38.157,3.6,-1.004,15.239,2.152,66.092,-2.863,28.176,38.157,3.6,-1.004,15.239,2.152,66.092,-2.863
0827-BK1-01-32,Salto C,11.048,347.399,5.277,24.33,357.048,32.96,27.867,38.002,2.803,-0.412,13.633,8.226,118.287,1.49,27.867,38.002,2.803,-0.412,13.633,8.226,118.287,1.49,27.867,38.002,2.803,-0.412,13.633,8.226,118.287,1.49,27.867,38.002,2.803,-0.412,13.633,8.226,118.287,1.49
0827-BK1-01-35,Salto C,-6.596,355.018,5.384,20.914,381.657,27.071,29.654,38.683,3.405,-1.059,14.524,-2.363,107.987,2.336,29.654,38.683,3.405,-1.059,14.524,-2.363,107.987,2.336,29.654,38.683,3.405,-1.059,14.524,-2.363,107.987,2.336,29.654,38.683,3.405,-1.059,14.524,-2.363,107.987,2.336
0827-BK1-01-38,Salto C,11.167,355.791,8.395,25.588,382.619,29.804,29.567,38.662,3.517,-0.848,15.045,9.746,95.084,12.537,29.567,38.662,3.517,-0.848,15.045,9.746,95.084,12.537,29.567,38.662,3.517,-0.848,15.045,9.746,95.084,12.537,29.567,38.662,3.517,-0.848,15.045,9.746,95.084,12.537
0827-BK1-01-41,Salto C,10.878,351.395,7.673,22.553,358.179,26.344,29.137,38.845,4.783,-1.356,13.52,1.126,135.632,2.224,29.137,38.845,4.783,-1.356,13.52,1.126,135.632,2.224,29.137,38.845,4.783,-1.356,13.52,1.126,135.632,2.224,29.137,38.845,4.783,-1.356,13.52,1.126,135.632,2.224
0827-BK1-01-44,Salto C,-3.939,358.382,6.158,22.01,378.837,30.056,29.334,38.368,2.826,-0.719,14.212,2.673,108.256,4.598,29.334,38.368,2.826,-0.719,14.212,2.673,108.256,4.598,29.334,38.368,2.826,-0.719,14.212,2.673,108.256,4.598,29.334,38.368,2.826,-0.719,14.212,2.673,108.256,4.598
0827-BK1-01-46,Salto C,-10.164,364.337,-1.337,28.583,369.394,27.871,23.466,34.33,8.25,-2.569,12.743,9.807,113.015,-16.905,23.466,34.33,8.25,-2.569,12.743,9.807,113.015,-16.905,23.466,34.33,8.25,-2.569,12.743,9.807,113.015,-16.905,23.466,34.33,8.25,-2.569,12.743,9.807,113.015,-16.905
0827-BK1-01-53,Salto B,10.431,355.795,28.329,40.762,405.605,52.652,27.285,37.873,2.201,-1.38,17.782,1.797,15.887,-5.891,27.285,37.873,2.201,-1.38,17.782,1.797,15.887,-5.891,27.285,37.873,2.201,-1.38,17.782,1.797,15.887,-5.891,27.285,37.873,2.201,-1.38,17.782,1.797,15.887,-5.891
0827-BK1-01-56,Salto B,18.994,357.555,24.091,43.398,399.871,48.012,29.14,38.754,5.984,-0.9,16.281,-0.69,31.46,-6.637,29.14,38.754,5.984,-0.9,16.281,-0.69,31.46,-6.637,29.14,38.754,5.984,-0.9,16.281,-0.69,31.46,-6.637,29.14,38.754,5.984,-0.9,16.281,-0.69,31.46,-6.637
0827-BK1-01-59,Salto B,-0.122,355.219,24.013,32.053,395.625,46.093,27.979,37.845,5.955,-0.209,15.959,-2.734,51.18,4.726,27.979,37.845,5.955,-0.209,15.959,-2.734,51.18,4.726,27.979,37.845,5.955,-0.209,15.959,-2.734,51.18,4.726,27.979,37.845,5.955,-0.209,15.959,-2.734,51.18,4.726
0827-BK1-01-62,Salto B,-2.338,357.172,11.497,25.384,388.727,40.837,26.491,37.06,4.875,-0.413,16.967,1.051,40.219,5.276,26.491,37.06,4.875,-0.413,16.967,1.051,40.219,5.276,26.491,37.06,4.875,-0.413,16.967,1.051,40.219,5.276,26.491,37.06,4.875,-0.413,16.967,1.051,40.219,5.276
0827-BK1-01-65,Salto B,-5.665,358.437,17.566,37.887,402.698,50.099,26.71,36.908,5.885,-0.67,16.84,3.387,28.231,-0.146,26.71,36.908,5.885,-0.67,16.84,3.387,28.231,-0.146,26.71,36.908,5.885,-0.67,16.84,3.387,28.231,-0.146,26.71,36.908,5.885,-0.67,16.84,3.387,28.231,-0.146
0827-BK1-01-68,Salto B,10.379,353.338,18.22,39.838,399.934,42.282,28.174,38.177,3.202,-0.393,16.84,0.735,51.39,6.825,28.174,38.177,3.202,-0.393,16.84,0.735,51.39,6.825,28.174,38.177,3.202,-0.393,16.84,0.735,51.39,6.825,28.174,38.177,3.202,-0.393,16.84,0.735,51.39,6.825
0827-BK1-01-71,Salto B,-6.226,356.481,9.528,27.619,407.852,35.647,26.493,36.982,2.042,-1.77,17.83,0.991,19.003,-5.059,26.493,36.982,2.042,-1.77,17.83,0.991,19.003,-5.059,26.493,36.982,2.042,-1.77,17.83,0.991,19.003,-5.059,26.493,36.982,2.042,-1.77,17.83,0.991,19.003,-5.059
0827-BK1-01-74,Salto B,-9.158,351.026,30.62,37.415,395.669,47.704,27.876,37.851,3.815,-0.826,16.835,-2.825,41.495,4.068,27.876,37.851,3.815,-0.826,16.835,-2.825,41.495,4.068,27.876,37.851,3.815,-0.826,16.835,-2.825,41.495,4.068,27.876,37.851,3.815,-0.826,16.835,-2.825,41.495,4.068
0827-BK1-01-76,Salto B,4.104,355.777,16.044,30.839,403.776,34.274,26.452,36.85,4.285,-1.18,16.96,5.262,27.866,5.979,26.452,36.85,4.285,-1.18,16.96,5.262,27.866,5.979,26.452,36.85,4.285,-1.18,16.96,5.262,27.866,5.979,26.452,36.85,4.285,-1.18,16.96,5.262,27.866,5.979
0827-BK1-01-78,Salto B,9.05,349.446,6.681,32.556,387.153,34.743,27.175,37.597,3.495,-0.428,17.036,8.315,47.649,11.097,27.175,37.597,3.495,-0.428,17.036,8.315,47.649,11.097,27.175,37.597,3.495,-0.428,17.036,8.315,47.649,11.097,27.175,37.597,3.495,-0.428,17.036,8.315,47.649,11.097
0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313,25.379,36.473,4.444,-1.733,16.99,5.202,12.476,-0.676,25.379,36.473,4.444,-1.733,16.99,5.202,12.476,-0.676,25.379,36.473,4.444,-1.733,16.99,5.202,12.476,-0.676,25.379,36.473,4.444,-1.733,16.99,5.202,12.476,-0.676
0827-BK1-01-83,Salto B,-14.677,357.734,12.599,33.589,397.686,32.176,25.328,36.079,5.508,-1.638,16.801,8.188,9.925,0.451,25.328,36.079,5.508,-1.638,16.801,8.188,9.925,0.451,25.328,36.079,5.508,-1.638,16.801,8.188,9.925,0.451,25.328,36.079,5.508,-1.638,16.801,8.188,9.925,0.451
0827-BK1-01-87,Salto B,-4.185,353.457,19.588,24.885,399.795,42.948,26.383,37.041,4.1,-0.66,17.599,3.889,2.661,-2.724,26.383,37.041,4.1,-0.66,17.599,3.889,2.661,-2.724,26.383,37.041,4.1,-0.66,17.599,3.889,2.661,-2.724,26.383,37.041,4.1,-0.66,17.599,3.889,2.661,-2.724
0827-BK1-01-92,Salto B,-28.2,349.924,34.89,42.108,400.415,61.815,27.168,37.53,2.782,-0.604,17.98,1.372,13.802,-0.59,27.168,37.53,2.782,-0.604,17.98,1.372,13.802,-0.59,27.168,37.53,2.782,-0.604,17.98,1.372,13.802,-0.59,27.168,37.53,2.782,-0.604,17.98,1.372,13.802,-0.59
0827-BK1-01-94,Salto B,-7.231,354.843,3.161,23.166,396.885,40.105,25.925,36.45,4.251,-1.148,17.06,3.839,29.178,-11.973,25.925,36.45,4.251,-1.148,17.06,3.839,29.178,-11.973,25.925,36.45,4.251,-1.148,17.06,3.839,29.178,-11.973,25.925,36.45,4.251,-1.148,17.06,3.839,29.178,-11.973
0827-BK1-01-103,Salto A,6.771,354.1,-10.301,16.789,354.1,29.088,26.736,36.69,4.576,-1.209,15.961,5.929,137.783,-3.388,26.736,36.69,4.576,-1.209,15.961,5.929,137.783,-3.388,26.736,36.69,4.576,-1.209,15.961,5.929,137.783,-3.388,26.736,36.69,4.576,-1.209,15.961,5.929,137.783,-3.388
0827-BK1-01-105,Salto A,2.088,358.262,-4.129,19.238,358.262,32.719,27.875,37.936,4.108,-1.586,16.414,5.185,159.186,2.062,27.875,37.936,4.108,-1.586,16.414,5.185,159.186,2.062,27.875,37.936,4.108,-1.586,16.414,5.185,159.186,2.062,27.875,37.936,4.108,-1.586,16.414,5.185,159.186,2.062
0827-BK1-01-107,Salto A,-3.739,360.067,-9.008,25.441,360.799,28.394,26.653,36.751,4.719,-1.327,15.991,9.152,147.815,-1.668,26.653,36.751,4.719,-1.327,15.991,9.152,147.815,-1.668,26.653,36.751,4.719,-1.327,15.991,9.152,147.815,-1.668,26.653,36.751,4.719,-1.327,15.991,9.152,147.815,-1.668
0827-BK1-01-109,Salto A,4.439,357.46,0.074,20.024,358.712,24.66,26.842,36.802,4.583,-1.356,15.881,0.195,149.51,8.711,26.842,36.802,4.583,-1.356,15.881,0.195,149.51,8.711,26.842,36.802,4.583,-1.356,15.881,0.195,149.51,8.711,26.842,36.802,4.583,-1.356,15.881,0.195,149.51,8.711
0827-BK1-01-111,Salto A,14.02,360.593,1.84,27.226,360.745,28.983,27.599,37.565,5.146,-1.866,16.53,1.209,151.402,7.034,27.599,37.565,5.146,-1.866,16.53,1.209,151.402,7.034,27.599,37.565,5.146,-1.866,16.53,1.209,151.402,7.034,27.599,37.565,5.146,-1.866,16.53,1.209,151.402,7.034
0827-BK1-01-113,Salto A,11.687,357.091,-1.511,23.209,357.605,29.185,26.749,36.652,5.558,-0.72,16.485,5.642,144.688,-3.896,26.749,36.652,5.558,-0.72,16.485,5.642,144.688,-3.896,26.749,36.652,5.558,-0.72,16.485,5.642,144.688,-3.896,26.749,36.652,5.558,-0.72,16.485,5.642,144.688,-3.896
0827-BK1-01-115,Salto A,11.447,352.305,-2.971,19.91,352.305,29.575,25.824,36.128,6.231,-1.18,16.231,2.816,148.994,-5.347,25.824,36.128,6.231,-1.18,16.231,2.816,148.994,-5.347,25.824,36.128,6.231,-1.18,16.231,2.816,148.994,-5.347,25.824,36.128,6.231,-1.18,16.231,2.816,148.994,-5.347
0827-BK1-01-117,Salto A,6.162,349.75,6.662,23.005,349.75,32.152,26.4,36.785,5.928,-0.515,16.134,-4.467,150.746,11.137,26.4,36.785,5.928,-0.515,16.134,-4.467,150.746,11.137,26.4,36.785,5.928,-0.515,16.134,-4.467,150.746,11.137,26.4,36.785,5.928,-0.515,16.134,-4.467,150.746,11.137
0827-BK1-01-119,Salto A,21.44,349.031,-3.279,27.907,349.031,30.665,25.027,35.286,5.3,-0.677,15.935,9.607,155.791,-3.192,25.027,35.286,5.3,-0.677,15.935,9.607,155.791,-3.192,25.027,35.286,5.3,-0.677,15.935,9.607,155.791,-3.192,25.027,35.286,5.3,-0.677,15.935,9.607,155.791,-3.192
0827-BK1-01-121,Salto A,-5.498,350.457,-6.86,24.42,350.737,35.962,24.899,35.263,6.209,-1.105,15.354,3.492,155.725,-1.523,24.899,35.263,6.209,-1.105,15.354,3.492,155.725,-1.523,24.899,35.263,6.209,-1.105,15.354,3.492,155.725,-1.523,24.899,35.263,6.209,-1.105,15.354,3.492,155.725,-1.523
0827-BK1-01-123,Salto A,8.132,353.63,-1.821,27.007,353.63,31.614,24.561,34.739,6.157,-0.514,15.41,-4.633,156.086,3.74,24.561,34.739,6.157,-0.514,15.41,-4.633,156.086,3.74,24.561,34.739,6.157,-0.514,15.41,-4.633,156.086,3.74,24.561,34.739,6.157,-0.514,15.41,-4.633,156.086,3.74
0827-BK1-01-125,Salto A,8.589,342.983,-2.983,15.126,343.384,27.59,25.863,35.797,5.858,-1.347,16.131,3.662,153.229,10.698,25.863,35.797,5.858,-1.347,16.131,3.662,153.229,10.698,25.863,35.797,5.858,-1.347,16.131,3.662,153.229,10.698,25.863,35.797,5.858,-1.347,16.131,3.662,153.229,10.698
0827-BK1-01-127,Salto A,10.402,351.346,-3.25,20.135,351.346,23.791,24.016,34.419,7.033,-1.098,15.617,1.316,174.356,4.97,24.016,34.419,7.033,-1.098,15.617,1.316,174.356,4.97,24.016,34.419,7.033,-1.098,15.617,1.316,174.356,4.97,24.016,34.419,7.033,-1.098,15.617,1.316,174.356,4.97
0827-BK1-01-129,Salto A,-9.322,349.426,-1.903,23.738,355.041,24.469,27.946,37.87,4.257,-1.254,16.528,3.592,147.016,-1.402,27.946,37.87,4.257,-1.254,16.528,3.592,147.016,-1.402,27.946,37.87,4.257,-1.254,16.528,3.592,147.016,-1.402,27.946,37.87,4.257,-1.254,16.528,3.592,147.016,-1.402
0827-BK1-01-131,Salto A,4.071,354.968,-8.328,18.877,354.975,42.227,26.789,36.168,6.265,-0.905,16.321,-2.069,149.358,0.069,26.789,36.168,6.265,-0.905,16.321,-2.069,149.358,0.069,26.789,36.168,6.265,-0.905,16.321,-2.069,149.358,0.069,26.789,36.168,6.265,-0.905,16.321,-2.069,149.358,0.069
0827-BK2-01-4,Salto C,14.331,344.559,-13.276,27.447,367.145,30.271,29.243,38.426,3.068,-0.003,13.757,4.89,87.101,-7.197,29.243,38.426,3.068,-0.003,13.757,4.89,87.101,-7.197,29.243,38.426,3.068,-0.003,13.757,4.89,87.101,-7.197,29.243,38.426,3.068,-0.003,13.757,4.89,87.101,-7.197
0827-BK2-01-7,Salto C,8.481,337.545,-18.612,27.156,372.691,41.104,29.537,39.168,3.19,-1.041,14.453,9.166,73.821,-10.696,29.537,39.168,3.19,-1.041,14.453,9.166,73.821,-10.696,29.537,39.168,3.19,-1.041,14.453,9.166,73.821,-10.696,29.537,39.168,3.19,-1.041,14.453,9.166,73.821,-10.696
0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545,28.214,38.356,4.11,-0.823,14.66,7.674,81.619,4.451,28.214,38.356,4.11,-0.823,14.66,7.674,81.619,4.451,28.214,38.356,4.11,-0.823,14.66,7.674,81.619,4.451,28.214,38.356,4.11,-0.823,14.66,7.674,81.619,4.451
0827-BK2-01-13,Salto C,-3.52,336.629,-9.103,33.954,373.845,41.177,28.634,38.511,2.828,0.372,15.208,-0.74,70.231,-0.007,28.634,38.511,2.828,0.372,15.208,-0.74,70.231,-0.007,28.634,38.511,2.828,0.372,15.208,-0.74,70.231,-0.007,28.634,38.511,2.828,0.372,15.208,-0.74,70.231,-0.007
0827-BK2-01-16,Salto C,7.458,334.222,-10.385,29.065,370.192,44.329,29.426,38.855,3.402,0.432,14.176,4.595,75.468,-3.183,29.426,38.855,3.402,0.432,14.176,4.595,75.468,-3.183,29.426,38.855,3.402,0.432,14.176,4.595,75.468,-3.183,29.426,38.855,3.402,0.432,14.176,4.595,75.468,-3.183
0827-BK2-01-19,Salto C,20.109,342.115,-15.948,35.964,381.499,40.654,30.059,39.353,2.593,-0.147,15.325,12.751,77.512,-1.525,30.059,39.353,2.593,-0.147,15.325,12.751,77.512,-1.525,30.059,39.353,2.593,-0.147,15.325,12.751,77.512,-1.525,30.059,39.353,2.593,-0.147,15.325,12.751,77.512,-1.525
0827-BK2-01-22,Salto C,1.094,340.422,-26.149,31.583,374.927,44.229,28.599,38.034,2.343,-0.182,15.328,6.27,66.686,-9.981,28.599,38.034,2.343,-0.182,15.328,6.27,66.686,-9.981,28.599,38.034,2.343,-0.182,15.328,6.27,66.686,-9.981,28.599,38.034,2.343,-0.182,15.328,6.27,66.686,-9.981
0827-BK2-01-25,Salto C,13.617,340.426,-15.915,32.339,371.221,38.34,29.396,39.074,3.58,0.33,14.513,8.177,83.734,-9.965,29.396,39.074,3.58,0.33,14.513,8.177,83.734,-9.965,29.396,39.074,3.58,0.33,14.513,8.177,83.734,-9.965,29.396,39.074,3.58,0.33,14.513,8.177,83.734,-9.965
0827-BK2-01-28,Salto C,1.177,336.499,-13.612,34.327,360.79,38.446,29.801,39.506,4.424,-0.203,14.702,-1.247,64.977,-11.645,29.801,39.506,4.424,-0.203,14.702,-1.247,64.977,-11.645,29.801,39.506,4.424,-0.203,14.702,-1.247,64.977,-11.645,29.801,39.506,4.424,-0.203,14.702,-1.247,64.977,-11.645
0827-BK2-01-31,Salto C,28.17,334.793,-15.039,39.149,369.077,37.609,29.483,38.97,2.941,-0.363,16.248,14.846,63.453,-3.221,29.483,38.97,2.941,-0.363,16.248,14.846,63.453,-3.221,29.483,38.97,2.941,-0.363,16.248,14.846,63.453,-3.221,29.483,38.97,2.941,-0.363,16.248,14.846,63.453,-3.221
0827-BK2-01-34,Salto C,25.25,336.879,-16.465,42.169,368.532,42.121,27.904,37.931,3.023,-0.851,15.28,8.624,57.765,-5.681,27.904,37.931,3.023,-0.851,15.28,8.624,57.765,-5.681,27.904,37.931,3.023,-0.851,15.28,8.624,57.765,-5.681,27.904,37.931,3.023,-0.851,15.28,8.624,57.765,-5.681
0827-BK2-01-37,Salto C,-1.478,338.795,-26.452,24.137,369.943,42.077,29.744,38.9,3.391,0.273,14.473,5.141,76.496,-9.014,29.744,38.9,3.391,0.273,14.473,5.141,76.496,-9.014,29.744,38.9,3.391,0.273,14.473,5.141,76.496,-9.014,29.744,38.9,3.391,0.273,14.473,5.141,76.496,-9.014
0827-BK2-01-40,Salto C,3.824,335.601,-19.624,30.214,359.046,35.696,29.482,39.079,4.127,-0.234,14.234,6.717,78.237,-13.906,29.482,39.079,4.127,-0.234,14.234,6.717,78.237,-13.906,29.482,39.079,4.127,-0.234,14.234,6.717,78.237,-13.906,29.482,39.079,4.127,-0.234,14.234,6.717,78.237,-13.906
0827-BK2-01-43,Salto C,1.492,339.65,-21.191,28.852,371.727,39.384,30.541,39.622,3.279,-0.227,14.649,5.103,64.645,-8.413,30.541,39.622,3.279,-0.227,14.649,5.103,64.645,-8.413,30.541,39.622,3.279,-0.227,14.649,5.103,64.645,-8.413,30.541,39.622,3.279,-0.227,14.649,5.103,64.645,-8.413
0827-BK2-01-46,Salto C,-11.649,340.605,-24.772,40.451,381.761,52.159,28.828,38.437,2.269,-1.385,15.146,10.005,63.998,-9.95,28.828,38.437,2.269,-1.385,15.146,10.005,63.998,-9.95,28.828,38.437,2.269,-1.385,15.146,10.005,63.998,-9.95,28.828,38.437,2.269,-1.385,15.146,10.005,63.998,-9.95
0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704,28.428,38.459,2.507,0.597,18.753,5.198,-26.434,-0.163,28.428,38.459,2.507,0.597,18.753,5.198,-26.434,-0.163,28.428,38.459,2.507,0.597,18.753,5.198,-26.434,-0.163,28.428,38.459,2.507,0.597,18.753,5.198,-26.434,-0.163
0827-BK2-01-59,Salto B,0.68,341.416,-40.534,32.088,415.391,57.596,28.194,38.504,2.831,-0.317,17.631,4.464,-18.345,-6.115,28.194,38.504,2.831,-0.317,17.631,4.464,-18.345,-6.115,28.194,38.504,2.831,-0.317,17.631,4.464,-18.345,-6.115,28.194,38.504,2.831,-0.317,17.631,4.464,-18.345,-6.115
0827-BK2-01-61,Salto B,13.649,340.452,-12.743,31.872,408.329,37.286,28.306,38.685,2.974,0.236,18.353,9.868,-15.948,3.022,28.306,38.685,2.974,0.236,18.353,9.868,-15.948,3.022,28.306,38.685,2.974,0.236,18.353,9.868,-15.948,3.022,28.306,38.685,2.974,0.236,18.353,9.868,-15.948,3.022
0827-BK2-01-63,Salto B,8.375,339.523,-26.814,38.313,409.714,45.469,26.687,37.44,3.045,0.527,17.386,-1.953,-18.505,-10.027,26.687,37.44,3.045,0.527,17.386,-1.953,-18.505,-10.027,26.687,37.44,3.045,0.527,17.386,-1.953,-18.505,-10.027,26.687,37.44,3.045,0.527,17.386,-1.953,-18.505,-10.027
0827-BK2-01-65,Salto B,1.074,337.871,-4.527,27.603,400.986,28.223,27.864,38.514,3.162,0.579,17.925,6.801,-14.92,-3.761,27.864,38.514,3.162,0.579,17.925,6.801,-14.92,-3.761,27.864,38.514,3.162,0.579,17.925,6.801,-14.92,-3.761,27.864,38.514,3.162,0.579,17.925,6.801,-14.92,-3.761
0827-BK2-01-67,Salto B,13.355,336.784,-29.761,41.767,403.084,50.192,27.926,38.617,2.717,-0.996,18.108,7.908,-15.708,-10.919,27.926,38.617,2.717,-0.996,18.108,7.908,-15.708,-10.919,27.926,38.617,2.717,-0.996,18.108,7.908,-15.708,-10.919,27.926,38.617,2.717,-0.996,18.108,7.908,-15.708,-10.919
0827-BK2-01-69,Salto B,-6.606,341.124,-19.282,34.57,392.062,36.718,27.111,37.907,2.682,1.11,17.951,-1.407,12.772,-4.176,27.111,37.907,2.682,1.11,17.951,-1.407,12.772,-4.176,27.111,37.907,2.682,1.11,17.951,-1.407,12.772,-4.176,27.111,37.907,2.682,1.11,17.951,-1.407,12.772,-4.176
0827-BK2-01-71,Salto B,-14.817,338.873,-32.138,39.804,418.031,54.597,28.32,38.7,1.926,-0.582,18.422,2.692,-27.326,-9.981,28.32,38.7,1.926,-0.582,18.422,2.692,-27.326,-9.981,28.32,38.7,1.926,-0.582,18.422,2.692,-27.326,-9.981,28.32,38.7,1.926,-0.582,18.422,2.692,-27.326,-9.981
0827-BK2-01-73,Salto B,-20.924,338.241,-26.795,36.044,409.021,43.575,27.76,38.171,2.739,-0.635,18.037,2.575,-21.024,-14.337,27.76,38.171,2.739,-0.635,18.037,2.575,-21.024,-14.337,27.76,38.171,2.739,-0.635,18.037,2.575,-21.024,-14.337,27.76,38.171,2.739,-0.635,18.037,2.575,-21.024,-14.337
0827-BK2-01-75,Salto B,-14.235,333.466,-25.198,37.54,408.464,59.403,28.658,38.963,2.578,-0.205,18.077,2.685,-23.17,-4.402,28.658,38.963,2.578,-0.205,18.077,2.685,-23.17,-4.402,28.658,38.963,2.578,-0.205,18.077,2.685,-23.17,-4.402,28.658,38.963,2.578,-0.205,18.077,2.685,-23.17,-4.402
0827-BK2-01-77,Salto B,4.224,331.257,-17.886,25.293,387.48,36.944,26.96,37.58,3.259,0.521,18.124,4.975,-13.135,-11.368,26.96,37.58,3.259,0.521,18.124,4.975,-13.135,-11.368,26.96,37.58,3.259,0.521,18.124,4.975,-13.135,-11.368,26.96,37.58,3.259,0.521,18.124,4.975,-13.135,-11.368
0827-BK2-01-79,Salto B,5.894,338.316,-9.999,29.934,402.594,40.486,28.151,38.559,1.993,-0.187,17.926,4.33,-16.023,-2.426,28.151,38.559,1.993,-0.187,17.926,4.33,-16.023,-2.426,28.151,38.559,1.993,-0.187,17.926,4.33,-16.023,-2.426,28.151,38.559,1.993,-0.187,17.926,4.33,-16.023,-2.426
0827-BK2-01-81,Salto B,15.372,334.618,-25.211,35.253,393.401,44.459,27.608,38.046,1.937,0.04,17.919,7.378,-13.351,-10.989,27.608,38.046,1.937,0.04,17.919,7.378,-13.351,-10.989,27.608,38.046,1.937,0.04,17.919,7.378,-13.351,-10.989,27.608,38.046,1.937,0.04,17.919,7.378,-13.351,-10.989
0827-BK2-01-83,Salto B,15.384,329.27,-11.089,48.415,380.342,39.774,28.203,38.341,2.501,-0.48,18.157,5.698,-3.754,-8.298,28.203,38.341,2.501,-0.48,18.157,5.698,-3.754,-8.298,28.203,38.341,2.501,-0.48,18.157,5.698,-3.754,-8.298,28.203,38.341,2.501,-0.48,18.157,5.698,-3.754,-8.298
0827-BK2-01-85,Salto B,0.369,330.536,-22.203,36.237,384.011,47.888,27.431,37.605,1.643,0.464,18.335,-2.136,6.209,-5.68,27.431,37.605,1.643,0.464,18.335,-2.136,6.209,-5.68,27.431,37.605,1.643,0.464,18.335,-2.136,6.209,-5.68,27.431,37.605,1.643,0.464,18.335,-2.136,6.209,-5.68
