Time,TimeInJump,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
,,28.276,37.429,3.293,6.249,16.344,26.206,197.225,-57.214,20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19
,,8.289,8.65,-2.687,-1.38,-7.599,22.82,203.473,-54.205,20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19
,,7.777,7.749,-4.154,-1.576,-6.362,18.376,181.057,-31.588,20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19
,,22.5,12.105,-0.874,3.446,12.464,52.25,274.185,-72.037,20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19
,,25.487,35.081,0.555,-1.894,19.414,-102.474,197.666,-144.456,20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086
,,12.716,11.386,-9.9,1.419,-4.744,-85.327,-85.898,-429.315,20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086
,,10.83,11.247,-4.242,2.38,-9.164,91.775,143.422,-255.47,20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086
,,23.727,14.263,-1.291,1.369,13.491,-11.135,222.81,-10.538,20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086
,,25.174,34.413,0.008,4.368,18.278,86.74,215.919,104.936,20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733
,,10.577,9.276,-8.464,-2.539,-4.264,162.1,-81.272,398.343,20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733
,,11.178,12.128,-5.859,-3.44,-8.745,-84.501,105.715,297.667,20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733
,,24.189,13.773,0.828,0.961,15.502,50.839,219.08,16.436,20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733
,,30.563,40.093,-2.983,1.387,18.014,-19.227,-287.274,58.431,0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231
,,11.321,12.24,-7.643,0.927,-7.578,-9.822,-131.11,217.587,0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231
,,7.477,7.894,-4.728,-1.299,-5.611,-23.021,114.739,210.379,0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231
,,21.193,11.134,4.256,-1.656,14.891,20.576,154.957,34.416,0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231
,,28.214,38.356,4.11,-0.823,14.66,7.674,81.619,4.451,0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545
,,14.915,15.577,-8.822,1.142,-4.493,-4.641,342.255,-3.205,0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545
,,3.496,3.042,-1.49,0.696,-2.076,0.782,80.085,-7.327,0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545
,,22.047,10.513,4.275,0.262,15.866,-2.613,148.594,3.431,0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545
,,29.69,40.236,0.002,-0.421,18.472,5.576,-185.067,56.419,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
,,10.626,10.431,-4.198,-0.104,-9.209,-104.22,-64.903,286.84,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
,,9.27,9.412,-5.091,-2.863,-6.619,-14.831,183.861,111.303,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
,,25.15,13.589,2.808,-0.935,18.095,-14.09,251.775,-18.466,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
,,28.449,38.456,-5.056,1.461,16.978,1.673,-13.824,-6.581,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
,,24.641,20.992,-11.622,-0.168,-15.537,29.103,451.751,-29.779,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
,,8.156,13.392,-5.197,-0.339,-1.617,16.735,207.32,-23.398,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
,,21.703,10.173,3.074,1.397,14.823,15.773,157.35,-2.766,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
,,32.055,41.017,-4.489,1.986,18.122,-48.953,-278.452,29.618,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
,,12.725,13.391,-6.751,2.669,-9.289,-36.349,-184.928,142.135,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
,,10.258,11.554,-1.841,-1.208,-4.306,-87.15,21.066,181.121,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
,,19.898,9.898,1.939,-0.607,14.014,-32.629,155.838,85.063,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
,,33.628,44.26,-1.571,-1.145,15.608,4.511,-379.435,12.016,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
,,9.884,10.05,-7.221,2.259,-3.742,58.491,-78.461,248.391,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
,,7.686,8.086,-4.419,-2.623,-5.466,15.672,134.114,173.588,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
,,25.875,15.322,-2.752,-1.667,17.425,-21.944,295.984,-8.006,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
,,29.255,39.055,4.289,-1.463,13.884,-8.67,119.391,5.838,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
,,13.007,14.357,-8.474,-0.96,-5.91,-6.918,306.159,18.67,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
,,3.28,3.409,-1.42,-0.626,-2.846,0.598,146.636,2.627,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
,,22.014,10.422,8.04,-1.754,14.689,-0.315,81.435,1.155,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
,,24.79,35.978,0.327,-1.201,14.389,11.012,231.364,3.484,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
,,7.794,8.031,-1.107,-0.816,-7.517,5.163,213.094,-3.835,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
,,7.222,7.206,-3.534,-0.783,-5.962,1.718,165.517,-9.991,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
,,21.917,10.587,2.565,0.346,16.845,3.851,200.741,-6.308,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
,,21.989,31.857,2.372,-1.031,19.532,-0.977,-14.512,-1.536,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
,,1.193,0.848,-0.65,-0.116,0.096,2.146,-84.515,-7.094,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
,,2.585,1.95,0.139,-0.336,-1.043,1.772,-66.828,11.184,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
,,23.302,11.983,16.398,0.124,11.193,-1.879,71.808,-18.651,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
,,28.363,37.526,2.44,0.552,19.154,9.821,15.507,-21.073,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
,,20.394,18.21,-11.268,-0.659,-10.455,-22.556,401.761,-6.768,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
,,4.631,7.381,-3.605,-0.166,-0.47,27.026,160.0,-16.851,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
,,21.606,11.126,10.533,-1.543,9.476,12.124,147.77,-7.285,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
,,43.911,52.409,-10.058,-5.991,9.953,-103.646,-279.436,-304.463,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
,,38.317,36.931,-22.14,3.68,-14.319,-534.809,-183.698,-469.327,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
,,40.935,42.69,-30.998,5.193,-5.868,-452.066,-96.441,-620.793,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
,,31.152,24.385,-5.193,-0.717,4.767,-22.715,307.039,-114.352,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
,,48.451,56.754,-18.401,2.625,15.859,-31.941,-528.443,57.07,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
,,24.202,25.324,-17.442,2.919,-14.829,-59.837,-121.632,287.86,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
,,18.287,20.144,-11.465,-1.936,-13.906,-46.153,296.695,169.575,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
,,26.693,16.438,-0.638,0.636,10.375,18.984,272.761,5.83,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
,,47.401,52.791,-19.937,3.529,13.841,-103.839,-537.827,19.892,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
,,57.359,54.217,-53.442,4.593,-17.969,-53.471,-644.681,-8.828,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
,,31.109,38.06,-16.73,3.995,-23.634,-89.552,-142.821,383.41,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
,,25.703,18.61,-2.882,-3.333,8.091,13.677,268.993,96.56,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
,,30.701,42.918,0.003,3.465,16.114,-64.644,-183.649,87.484,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
,,9.023,8.777,-2.696,0.383,-8.459,-113.688,-133.618,152.897,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
,,8.913,9.111,-3.277,-3.123,-7.546,-85.813,106.051,207.3,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
,,23.607,12.746,-2.248,-0.3,14.311,17.225,281.595,39.988,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
,,40.74,50.033,13.184,0.914,3.811,3.225,5.99,17.462,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
,,23.915,26.507,-20.408,-2.037,-10.203,-43.415,515.425,-5.086,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
,,7.319,7.442,-2.813,-1.376,-6.634,-26.683,184.528,-7.163,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
,,21.53,12.357,2.144,-0.439,12.205,-35.41,194.969,-9.35,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
,,27.372,39.902,18.679,0.205,12.165,0.346,-19.106,2.289,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
,,1.624,1.6,-0.069,-0.29,-0.309,-2.963,12.223,10.17,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
,,1.767,1.168,0.103,-0.285,-0.736,13.16,29.947,-2.201,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
,,19.797,9.951,7.565,-0.833,15.064,6.536,62.933,6.806,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
,,21.458,31.404,2.273,0.344,19.448,-3.517,-10.056,4.521,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
,,1.801,1.433,-0.97,-0.236,-0.411,-9.693,-108.763,-10.837,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
,,1.916,1.481,0.604,-0.032,-0.562,7.572,-40.389,-5.658,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
,,22.726,11.206,14.904,0.033,11.619,-6.561,74.671,-6.372,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
,,27.785,37.433,3.022,1.435,16.372,0.511,44.927,-31.293,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
,,19.489,19.845,-15.761,0.235,-7.25,-5.105,464.264,-36.833,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
,,3.054,2.712,-0.938,0.488,-1.954,13.448,114.377,-27.327,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
,,20.704,9.991,4.157,0.397,16.41,-0.239,97.56,-12.403,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
,,27.93,39.582,2.482,2.589,15.135,-7.754,112.583,-29.415,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
,,15.414,14.45,-9.312,-0.028,-8.465,43.45,384.515,-15.977,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
,,5.071,7.009,-2.341,-0.982,-3.688,10.888,153.371,-24.041,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
,,21.374,10.243,5.229,2.027,14.045,32.166,159.367,-7.934,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
,,25.379,36.473,4.444,-1.733,16.99,5.202,12.476,-0.676,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
,,21.746,21.364,-13.202,0.649,-10.341,-16.341,439.555,54.192,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
,,3.977,3.726,-1.691,0.286,-2.839,30.779,132.802,30.994,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
,,20.873,10.591,7.114,-0.526,14.45,28.848,113.404,-2.498,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
,,26.919,36.607,3.762,0.046,15.611,6.517,73.302,-23.888,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
,,15.301,15.908,-10.356,-0.079,-8.488,14.13,442.135,-9.836,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
,,3.383,2.778,-0.455,-0.249,-2.53,5.838,85.457,-11.176,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
,,21.047,10.36,3.911,-0.44,14.816,1.597,165.384,-0.386,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
,,28.428,38.459,2.507,0.597,18.753,5.198,-26.434,-0.163,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
,,18.791,18.229,-12.772,0.909,-8.951,-0.193,466.998,-5.209,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
,,3.825,4.182,-1.226,0.798,-2.41,-1.883,98.009,-15.881,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
,,21.723,10.616,3.925,0.066,15.412,-4.675,129.202,-9.204,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
,,20.6,30.597,3.122,-0.663,18.21,-6.433,-6.386,10.993,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
,,1.256,1.013,-0.687,-0.01,-0.068,-5.523,-91.401,-1.818,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
,,1.9,1.214,0.236,-0.388,-0.638,5.204,-55.41,-6.351,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
,,24.235,12.522,15.325,2.419,12.914,-15.152,72.69,-40.216,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
,,29.959,38.666,-0.654,1.855,12.364,-13.273,136.501,-43.583,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
,,33.368,30.02,-31.219,-3.608,-8.24,-61.397,643.688,15.17,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
,,30.018,33.927,-21.653,-0.343,-18.739,41.299,545.576,-31.29,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
,,25.845,16.509,0.456,0.121,6.943,-2.099,229.404,-18.622,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
,,26.493,36.618,4.434,-0.643,17.309,15.162,125.185,-5.133,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
,,6.817,6.464,-3.692,0.885,-4.771,-5.48,220.804,-12.649,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
,,5.895,5.407,-2.8,0.93,-4.387,4.246,178.098,-10.496,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
,,23.208,12.359,1.952,0.122,15.205,-6.899,146.501,-4.969,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
,,24.759,36.049,2.052,4.159,14.513,-3.977,125.52,-46.018,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
,,9.095,9.745,-5.609,-1.043,-6.325,14.233,248.969,-26.383,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
,,5.972,5.758,-3.353,-1.102,-4.69,10.614,166.726,-44.189,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
,,23.362,11.988,0.287,1.699,12.697,23.625,259.307,-44.114,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
,,27.593,37.151,2.197,0.178,18.189,19.251,41.859,-20.672,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
,,17.508,16.252,-9.168,-0.224,-9.489,5.529,394.785,-19.585,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
,,5.39,6.833,-3.096,-0.198,-2.133,26.314,173.249,-27.046,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
,,22.645,11.371,7.297,-0.456,14.88,-9.298,125.602,-1.119,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
,,23.566,33.553,-0.858,-0.031,14.144,21.532,220.212,-22.169,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
,,9.152,8.959,-1.046,-0.467,-8.784,-2.642,241.397,-2.812,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
,,9.111,8.74,-3.764,-0.706,-8.12,4.213,171.329,3.278,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
,,24.091,14.576,0.768,-0.413,15.732,25.58,238.309,3.451,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
,,27.239,38.437,-1.766,1.41,16.353,22.478,138.285,-26.931,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
,,8.416,8.68,-4.127,-0.617,-6.91,31.718,225.269,-27.478,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
,,6.689,6.554,-3.326,-0.768,-5.637,25.598,184.965,-1.478,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
,,21.628,11.108,-2.153,1.52,13.716,46.198,263.449,-5.302,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
,,20.881,30.758,4.531,-0.892,18.738,-4.335,-19.906,-0.6,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
,,1.637,1.328,-0.916,-0.147,-0.242,8.633,-76.001,0.075,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
,,1.732,1.12,0.112,-0.363,-0.794,2.245,-53.324,-4.287,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
,,22.275,10.459,16.337,0.132,11.009,-13.977,70.87,-5.149,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
,,24.137,34.825,2.798,1.094,17.545,10.062,176.298,-27.856,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
,,7.05,6.173,-2.002,0.547,-5.78,4.387,194.124,-16.832,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
,,7.023,6.343,-3.112,0.236,-5.386,12.286,185.972,-25.437,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
,,22.344,12.533,1.552,0.593,13.304,11.563,180.533,-17.9,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
,,22.211,31.877,3.739,0.197,19.934,-1.458,-11.042,0.204,0609-1-01-749,Bauchsprung,0.689,-39.298,-2.323,20.367,117.414,26.832
,,1.02,0.703,-0.185,-0.147,0.006,4.997,-59.604,-1.084,0609-1-01-749,Bauchsprung,0.689,-39.298,-2.323,20.367,117.414,26.832
,,2.464,1.76,-0.372,-0.094,-0.774,0.626,-78.079,1.245,0609-1-01-749,Bauchsprung,0.689,-39.298,-2.323,20.367,117.414,26.832
,,23.57,12.013,16.324,-0.455,11.739,-2.488,60.32,-5.029,0609-1-01-749,Bauchsprung,0.689,-39.298,-2.323,20.367,117.414,26.832
,,40.079,45.836,-13.521,1.433,17.086,5.014,-431.29,-1.841,0115-CHARI-05-167,1 3/4 Salto vw C,10.192,-662.33,25.585,26.978,673.328,49.201
,,31.504,34.772,-23.668,-0.317,-16.17,3.309,-380.092,-4.672,0115-CHARI-05-167,1 3/4 Salto vw C,10.192,-662.33,25.585,26.978,673.328,49.201
,,6.492,7.094,-1.195,0.542,-2.823,-2.212,-258.543,1.004,0115-CHARI-05-167,1 3/4 Salto vw C,10.192,-662.33,25.585,26.978,673.328,49.201
,,28.738,19.55,-18.503,0.936,6.901,2.209,-288.51,0.298,0115-CHARI-05-167,1 3/4 Salto vw C,10.192,-662.33,25.585,26.978,673.328,49.201
,,27.219,39.442,18.701,1.402,11.742,16.751,-33.862,19.956,0609-1-01-679,Von Bauch in Stand,14.792,32.995,8.413,35.39,72.783,66.86
,,2.148,1.803,0.202,0.161,-0.207,12.208,6.98,-8.379,0609-1-01-679,Von Bauch in Stand,14.792,32.995,8.413,35.39,72.783,66.86
,,2.811,2.422,0.139,-0.871,-0.389,-18.969,18.061,16.056,0609-1-01-679,Von Bauch in Stand,14.792,32.995,8.413,35.39,72.783,66.86
,,22.264,12.778,8.621,0.358,14.005,25.024,90.788,-7.647,0609-1-01-679,Von Bauch in Stand,14.792,32.995,8.413,35.39,72.783,66.86
,,22.249,34.536,1.919,0.319,15.99,7.591,-18.594,2.363,20191007-1159-FRANKFURT_1-01-400,3/4 Salto vw A,10.688,-277.224,12.301,17.632,304.22,30.934
,,1.636,1.684,0.54,-0.567,-0.444,1.711,-96.481,7.974,20191007-1159-FRANKFURT_1-01-400,3/4 Salto vw A,10.688,-277.224,12.301,17.632,304.22,30.934
,,5.091,3.988,-4.324,-0.736,-1.597,10.553,-283.656,18.585,20191007-1159-FRANKFURT_1-01-400,3/4 Salto vw A,10.688,-277.224,12.301,17.632,304.22,30.934
,,29.642,18.309,-21.429,-1.503,7.024,2.197,-225.98,10.218,20191007-1159-FRANKFURT_1-01-400,3/4 Salto vw A,10.688,-277.224,12.301,17.632,304.22,30.934
,,24.689,35.193,2.754,1.741,17.145,90.668,154.113,140.796,0609-4-01-94,Schraubensalto C,99.526,178.582,393.828,152.409,292.879,399.432
,,13.324,12.014,-11.089,-2.509,-3.033,137.16,-110.599,444.261,0609-4-01-94,Schraubensalto C,99.526,178.582,393.828,152.409,292.879,399.432
,,8.591,9.679,-5.07,-2.37,-6.332,-40.691,156.497,212.416,0609-4-01-94,Schraubensalto C,99.526,178.582,393.828,152.409,292.879,399.432
,,21.975,11.571,2.675,-0.074,14.919,19.758,170.385,23.525,0609-4-01-94,Schraubensalto C,99.526,178.582,393.828,152.409,292.879,399.432
,,22.63,32.634,3.897,-0.486,19.659,-6.611,7.557,-3.032,0609-1-01-254,Bauchsprung,-1.679,-36.572,-12.741,29.958,108.518,50.157
,,1.171,0.862,-0.324,-0.131,0.242,1.073,-61.886,-1.623,0609-1-01-254,Bauchsprung,-1.679,-36.572,-12.741,29.958,108.518,50.157
,,2.401,1.801,-0.155,-0.026,-0.926,1.38,-70.613,-10.842,0609-1-01-254,Bauchsprung,-1.679,-36.572,-12.741,29.958,108.518,50.157
,,23.735,12.178,16.361,0.497,11.514,1.103,48.157,-10.897,0609-1-01-254,Bauchsprung,-1.679,-36.572,-12.741,29.958,108.518,50.157
,,49.669,56.753,-16.91,0.768,15.403,-31.105,-538.09,8.54,0609-4-01-500,Fliffis B,-111.086,-130.561,229.985,147.666,601.084,258.474
,,23.489,26.16,-18.361,1.74,-11.188,-27.459,-204.283,192.558,0609-4-01-500,Fliffis B,-111.086,-130.561,229.985,147.666,601.084,258.474
,,20.257,21.241,-9.404,-3.114,-17.494,-165.242,190.933,256.714,0609-4-01-500,Fliffis B,-111.086,-130.561,229.985,147.666,601.084,258.474
,,30.333,20.41,-3.939,-0.839,10.475,-6.597,289.695,30.368,0609-4-01-500,Fliffis B,-111.086,-130.561,229.985,147.666,601.084,258.474
